x,y,z
533,-93,-177
532,-98,-177
531,-103,-177
530,-108,-177
529,-113,-177
529,-118,-177
528,-123,-177
527,-128,-177
526,-133,-177
525,-138,-177
524,-143,-177
523,-148,-177
523,-154,-177
521,-159,-177
520,-164,-177
519,-169,-177
518,-174,-177
517,-179,-177
515,-184,-177
513,-189,-177
513,-194,-177
511,-199,-177
509,-204,-177
508,-209,-177
507,-214,-177
506,-218,-177
504,-222,-177
502,-226,-177
502,-230,-177
500,-234,-177
499,-238,-177
497,-242,-177
496,-245,-177
495,-249,-177
494,-252,-177
492,-256,-177
490,-263,-177
488,-267,-177
486,-271,-177
485,-275,-177
483,-278,-177
481,-282,-177
480,-286,-177
478,-290,-177
476,-293,-177
474,-297,-177
473,-301,-177
471,-305,-177
469,-309,-177
467,-313,-177
465,-317,-177
463,-321,-177
462,-325,-177
459,-329,-177
458,-332,-177
455,-337,-177
453,-341,-177
451,-344,-177
448,-348,-177
447,-352,-177
444,-356,-177
442,-360,-177
440,-364,-177
437,-368,-177
435,-372,-177
432,-375,-177
430,-379,-177
427,-383,-177
425,-387,-177
422,-391,-177
420,-395,-177
417,-398,-177
414,-402,-177
411,-406,-177
409,-410,-177
406,-413,-177
403,-417,-177
400,-421,-177
398,-425,-177
394,-428,-177
392,-432,-177
388,-436,-177
386,-439,-177
382,-443,-177
379,-447,-177
376,-450,-177
373,-454,-177
370,-457,-177
366,-461,-177
364,-464,-177
360,-467,-177
357,-471,-177
354,-474,-177
350,-477,-177
348,-480,-177
344,-483,-177
341,-486,-177
338,-489,-177
334,-492,-177
332,-495,-177
328,-498,-177
325,-501,-177
321,-504,-177
318,-507,-177
315,-509,-177
312,-512,-177
309,-515,-177
305,-517,-177
302,-520,-177
299,-523,-177
292,-528,-177
289,-530,-177
285,-532,-177
282,-535,-177
278,-537,-177
275,-540,-177
272,-542,-177
268,-544,-177
265,-546,-177
261,-548,-177
258,-551,-177
255,-553,-177
251,-555,-177
248,-557,-177
245,-559,-177
241,-561,-177
238,-563,-177
234,-565,-177
231,-566,-177
228,-568,-177
224,-570,-177
222,-572,-177
218,-573,-177
215,-575,-177
212,-576,-177
208,-578,-177
206,-579,-177
202,-581,-177
199,-582,-177
196,-584,-177
193,-585,-177
190,-586,-177
187,-588,-177
184,-589,-177
181,-590,-177
178,-591,-177
175,-592,-177
173,-593,-177
169,-594,-177
167,-595,-177
164,-596,-177
162,-597,-177
158,-598,-177
156,-599,-177
153,-600,-177
151,-601,-177
148,-602,-177
146,-603,-177
143,-603,-177
141,-604,-177
138,-605,-177
136,-606,-177
134,-606,-177
131,-607,-177
129,-607,-177
127,-608,-177
125,-609,-177
122,-609,-177
120,-610,-177
118,-610,-177
116,-611,-177
114,-611,-177
110,-612,-177
108,-613,-177
106,-613,-177
104,-613,-177
103,-614,-177
101,-614,-177
99,-614,-177
97,-615,-177
96,-615,-177
94,-615,-177
93,-616,-177
92,-616,-177
90,-616,-177
89,-616,-177
87,-617,-177
86,-617,-177
86,-617,-177
84,-617,-177
83,-617,-177
82,-617,-177
81,-618,-177
80,-618,-177
79,-618,-177
78,-618,-177
77,-618,-177
76,-618,-177
76,-618,-177
75,-619,-177
75,-619,-177
74,-619,-177
73,-619,-177
72,-619,-177
72,-619,-177
71,-619,-177
71,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
70,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
69,-619,-177
486,180,-151
487,177,-148
489,175,-146
490,172,-144
491,170,-142
491,168,-140
492,167,-140
492,165,-139
492,164,-139
492,164,-139
493,164,-139
492,164,-140
492,164,-140
492,164,-140
492,164,-141
491,165,-142
491,165,-143
491,166,-144
491,166,-146
491,166,-146
491,166,-147
491,166,-147
491,166,-147
491,165,-147
491,165,-146
491,164,-145
492,162,-143
493,161,-141
494,158,-139
496,156,-136
497,152,-133
498,149,-130
500,145,-126
502,141,-122
504,137,-118
506,133,-113
507,129,-108
510,124,-102
512,119,-96
514,114,-90
516,108,-84
518,102,-77
520,95,-71
523,89,-63
524,82,-56
526,75,-48
529,67,-41
530,60,-33
531,53,-25
533,46,-16
534,39,-8
535,31,0
536,23,9
537,14,18
538,6,27
539,-2,36
539,-10,45
539,-19,55
539,-28,65
539,-36,75
537,-53,95
535,-62,106
534,-70,116
533,-78,127
531,-87,137
529,-95,148
527,-102,158
523,-110,169
521,-117,179
518,-124,190
515,-131,200
512,-138,210
508,-144,220
505,-150,230
502,-156,239
497,-162,248
494,-168,258
490,-174,266
485,-179,275
482,-184,283
478,-189,291
474,-194,299
469,-199,307
465,-203,314
461,-207,322
458,-212,328
453,-216,335
449,-220,341
445,-223,347
442,-227,353
437,-231,358
434,-235,363
431,-238,368
427,-242,373
424,-245,377
420,-249,380
418,-252,383
415,-256,386
413,-259,388
410,-262,391
409,-266,392
407,-269,394
405,-272,395
403,-275,395
402,-278,396
401,-281,397
399,-284,397
398,-286,397
398,-288,398
398,-290,398
397,-292,398
396,-294,398
396,-295,397
396,-297,397
395,-299,397
396,-299,396
396,-300,396
396,-300,395
397,-299,395
398,-299,394
398,-298,394
399,-298,393
400,-297,393
401,-296,392
403,-294,391
404,-293,390
405,-291,388
407,-290,387
409,-288,386
411,-286,384
413,-284,382
415,-282,380
418,-280,378
420,-277,375
423,-274,373
425,-272,370
428,-269,367
431,-266,364
434,-263,360
437,-260,357
441,-256,353
444,-253,349
447,-249,345
450,-246,340
453,-242,336
457,-238,331
460,-234,326
464,-231,321
468,-226,315
471,-222,310
474,-218,304
478,-214,298
481,-209,292
485,-204,286
491,-195,273
495,-190,266
498,-185,260
501,-180,253
504,-174,246
507,-169,239
510,-164,232
513,-158,224
515,-152,217
518,-147,210
520,-141,202
523,-135,194
525,-129,187
527,-123,179
529,-117,171
531,-111,163
533,-104,155
534,-97,147
536,-90,139
538,-83,131
539,-76,123
540,-68,115
541,-53,99
542,-45,91
543,-37,83
543,-29,75
543,-21,67
543,-13,59
543,-4,51
542,3,43
541,12,34
540,20,26
540,28,18
539,36,10
537,44,2
535,53,-5
534,61,-12
532,69,-20
529,77,-28
528,85,-36
525,93,-43
522,101,-51
519,109,-58
517,117,-66
513,124,-73
510,132,-80
507,139,-87
503,146,-94
499,154,-101
496,161,-108
491,168,-114
487,174,-121
483,181,-127
479,187,-133
474,194,-139
470,200,-145
466,205,-151
462,211,-156
458,216,-162
453,221,-167
449,226,-172
445,231,-177
441,236,-182
436,240,-186
433,244,-191
429,247,-195
425,251,-199
422,254,-203
419,256,-207
415,259,-210
413,261,-213
410,263,-217
408,265,-220
405,266,-223
403,268,-225
401,269,-228
399,269,-230
398,270,-232
397,270,-234
396,271,-236
395,271,-238
395,271,-239
394,270,-241
394,270,-242
394,270,-243
394,270,-244
394,269,-244
394,269,-245
394,269,-245
394,269,-245
394,269,-245
394,269,-246
395,269,-245
395,269,-245
395,269,-245
395,268,-245
417,-218,-333
417,-218,-333
417,-218,-334
417,-217,-334
417,-217,-335
417,-217,-335
417,-217,-335
416,-217,-336
416,-217,-336
417,-217,-336
417,-217,-336
417,-217,-336
417,-217,-335
417,-216,-335
417,-216,-335
417,-216,-335
418,-215,-334
418,-215,-334
418,-215,-333
419,-214,-333
419,-214,-332
419,-213,-332
420,-213,-331
420,-212,-331
420,-211,-330
420,-211,-329
421,-210,-329
421,-209,-328
422,-208,-327
422,-207,-326
423,-206,-325
424,-206,-324
424,-205,-323
425,-204,-322
425,-203,-320
426,-202,-319
427,-201,-317
428,-200,-316
429,-199,-314
430,-198,-312
431,-196,-310
432,-195,-307
433,-194,-305
434,-192,-303
436,-191,-301
436,-189,-298
437,-188,-296
439,-186,-293
440,-184,-290
442,-183,-288
442,-181,-285
444,-179,-282
445,-177,-280
447,-175,-277
447,-173,-274
449,-170,-271
450,-168,-269
452,-165,-266
452,-163,-263
454,-160,-260
455,-158,-257
457,-155,-254
458,-153,-251
458,-150,-248
460,-147,-245
461,-145,-242
462,-142,-239
463,-139,-235
464,-136,-232
466,-134,-228
467,-131,-225
468,-128,-221
469,-126,-217
470,-123,-214
471,-120,-210
472,-118,-206
474,-112,-198
474,-109,-194
475,-106,-190
476,-103,-186
477,-100,-182
478,-97,-178
479,-94,-174
480,-91,-170
480,-88,-166
481,-84,-162
481,-81,-157
482,-78,-153
483,-74,-149
483,-70,-144
484,-67,-140
485,-64,-136
485,-61,-131
485,-58,-127
485,-55,-123
485,-50,-118
485,-47,-114
486,-43,-109
486,-39,-105
486,-36,-100
486,-33,-96
486,-30,-91
486,-26,-86
486,-23,-82
486,-19,-77
486,-16,-72
485,-12,-67
485,-8,-62
485,-3,-56
485,0,-52
485,3,-47
484,6,-42
483,10,-37
483,14,-32
482,17,-27
481,21,-22
480,25,-17
480,29,-12
479,32,-7
478,36,-2
477,40,2
476,44,7
474,48,12
474,51,18
472,55,23
471,59,28
469,63,33
469,66,39
467,70,44
465,74,49
463,77,54
462,81,60
460,85,65
458,88,71
457,92,76
454,95,81
452,99,87
451,103,92
448,106,97
447,110,103
444,113,108
442,117,113
439,120,118
437,124,123
435,127,128
432,130,133
430,134,138
427,137,143
425,141,148
422,144,152
420,147,157
417,150,161
414,154,166
411,157,170
409,160,174
406,163,178
403,166,182
401,169,186
398,172,190
396,175,194
392,178,198
390,180,202
387,183,205
385,186,209
382,189,212
381,191,216
378,194,219
376,196,222
373,199,226
371,201,229
368,203,232
365,206,235
363,208,239
361,210,242
359,213,245
356,215,248
354,217,252
351,219,255
348,221,258
345,223,261
343,225,264
340,227,267
338,229,270
335,231,273
332,233,276
330,235,279
327,236,282
325,238,285
322,240,287
320,241,290
317,243,293
315,244,295
313,246,298
310,247,300
308,249,302
305,250,305
304,252,307
301,253,309
299,254,311
297,256,313
295,257,315
293,258,316
291,259,318
287,262,322
285,263,323
283,264,325
282,265,326
280,266,328
278,267,329
277,268,330
276,268,332
274,269,333
272,270,334
272,271,335
271,272,336
270,273,337
269,273,338
268,274,339
267,275,339
267,275,340
267,276,340
267,276,341
267,277,341
267,277,341
267,278,341
267,278,341
267,279,341
268,279,341
269,279,341
270,279,340
271,280,340
272,280,340
273,280,340
274,280,339
275,280,339
277,280,339
279,280,339
280,280,339
282,280,338
283,280,338
285,280,338
287,279,338
289,279,337
290,279,337
292,279,337
294,278,336
296,278,336
298,278,336
299,277,335
302,277,335
304,277,334
306,276,334
308,276,333
310,275,333
313,275,332
315,274,332
317,273,331
322,272,330
325,271,329
328,270,328
331,269,327
333,268,326
337,268,325
339,267,324
343,266,323
345,265,321
349,263,320
352,262,318
355,261,316
359,260,314
363,259,312
366,257,309
370,256,307
374,255,304
377,253,301
381,252,298
386,250,295
389,249,291
393,247,288
398,246,284
401,244,280
405,243,276
409,241,271
414,239,267
418,237,262
421,236,257
425,234,252
430,232,247
433,230,242
437,228,237
442,226,231
446,224,226
449,221,220
453,219,214
457,216,208
461,214,203
464,211,197
468,208,191
472,205,184
475,201,178
479,198,172
482,194,166
485,191,159
489,187,153
492,183,146
496,179,140
498,175,133
502,171,127
504,167,120
507,162,113
510,158,107
513,153,100
515,149,93
517,144,86
519,139,79
523,130,65
525,125,59
528,120,52
529,115,45
530,110,39
532,105,32
534,100,25
534,95,19
536,90,12
537,84,6
538,79,0
539,73,-6
540,68,-12
540,63,-19
540,57,-25
541,52,-31
541,46,-37
542,41,-43
542,35,-49
542,30,-55
542,24,-61
542,19,-67
541,13,-72
541,7,-78
540,2,-84
540,-3,-89
540,-8,-95
539,-14,-100
538,-19,-105
537,-25,-110
536,-30,-115
535,-36,-120
534,-41,-125
534,-47,-130
532,-52,-134
531,-58,-139
529,-63,-143
529,-68,-148
527,-74,-152
525,-79,-157
523,-84,-161
522,-89,-165
520,-94,-170
518,-99,-174
517,-104,-178
515,-110,-182
513,-115,-186
511,-119,-190
509,-124,-194
507,-129,-197
505,-134,-201
503,-138,-205
501,-143,-209
499,-147,-213
496,-152,-216
495,-156,-220
492,-160,-224
490,-164,-228
487,-168,-231
485,-172,-235
483,-176,-238
480,-179,-242
479,-183,-245
476,-186,-249
474,-190,-252
471,-193,-256
469,-196,-259
467,-199,-262
464,-202,-265
463,-205,-268
460,-208,-271
458,-210,-274
456,-213,-277
454,-216,-280
452,-218,-283
450,-220,-285
448,-222,-288
446,-224,-290
444,-226,-292
442,-228,-294
441,-231,-296
439,-233,-298
437,-234,-299
436,-236,-301
435,-238,-302
433,-239,-303
432,-241,-304
431,-243,-305
430,-244,-306
429,-246,-307
428,-247,-307
427,-249,-308
426,-250,-308
425,-252,-308
425,-253,-308
425,-254,-307
425,-256,-307
424,-257,-307
424,-258,-307
424,-258,-307
423,-259,-307
